T_amb,P_pv,P_wind,P_load,Qdot_load
300.61,8762730.0,0.0,9025496.05,139.45
300.96,17560.0,6140700.0,7772435.11,2506.38
300.64,16074040.0,0.0,9041361.73,28883.98
299.81,6744210.0,6140700.0,7597803.34,213425.4
298.61,2829360.0,0.0,5103692.48,1011149.36
297.19,3890700.0,4150300.0,2374308.58,3071600.55
295.54,601290.0,581950.0,1507140.33,5982660.96
294.18,0.0,1483650.0,1236956.83,7471439.38
292.94,0.0,581950.0,633315.86,5982660.96
291.45,0.0,0.0,343978.29,3071600.55
290.27,0.0,0.0,516056.85,1011149.36
289.4,0.0,1189250.0,1013327.23,0.0
289.13,0.0,4150300.0,862479.07,2.01
289.73,0.0,0.0,471648.84,299.34
289.89,0.0,0.0,832237.91,16343.7
289.46,0.0,0.0,912569.72,328272.13
289.64,424440.0,0.0,620480.25,2425621.22
290.76,3218670.0,1483650.0,900608.37,6593522.11
291.65,888500.0,0.0,3916200.41,6593522.11
292.73,10554770.0,0.0,10755044.02,2425621.22
293.55,19135160.0,2692450.0,12899334.99,328272.13
294.63,12885050.0,581950.0,12521399.97,16343.7
295.45,5049840.0,2692450.0,12364600.95,299.45
296.07,18069030.0,0.0,11272481.79,6.99
296.53,8762730.0,0.0,8732234.29,139.45
296.85,17560.0,6140700.0,7840587.0,2506.38
296.7,16074040.0,0.0,9102261.31,28883.98
296.48,6744210.0,6140700.0,7462453.28,213425.4
296.02,2829360.0,0.0,4969017.98,1011149.36
295.32,3890700.0,4150300.0,2840741.71,3071600.55
294.22,601290.0,581950.0,1331008.43,5982660.96
292.68,0.0,1483650.0,1084856.91,7471439.38
291.05,0.0,581950.0,922265.97,5982660.96
290.79,0.0,0.0,971551.9,3071600.55
290.31,0.0,0.0,877977.17,1011149.36
290.08,0.0,581950.0,864138.17,0.0
289.14,0.0,0.0,738782.4,2.01
288.46,0.0,0.0,848659.94,299.34
288.18,0.0,0.0,623321.57,16343.7
288.25,0.0,0.0,399850.92,328272.13
289.0,141480.0,0.0,913652.6,2425621.22
291.29,2405160.0,0.0,1240106.12,6593522.11
291.21,7781400.0,0.0,3503523.82,6593522.11
292.03,7061450.0,0.0,11093101.24,2425621.22
293.24,19488860.0,2692450.0,13084239.22,328272.13
294.7,13299320.0,1483650.0,12572931.15,16343.7
295.77,5355790.0,4150300.0,12153171.13,299.45
297.15,18913990.0,0.0,10959539.43,6.99
297.77,9561080.0,0.0,8766409.58,139.45
297.93,1753080.0,0.0,7965416.23,2506.38
298.15,16128910.0,0.0,9195845.97,28883.98
297.49,8327890.0,0.0,7630418.88,213425.4
296.89,5032300.0,2692450.0,4875651.88,1011149.36
296.08,2086830.0,0.0,2868966.13,3071600.55
295.49,106110.0,0.0,1479631.21,5982660.96
294.17,0.0,581950.0,1317278.7,7471439.38
293.13,0.0,0.0,899356.6,5982660.96
291.71,0.0,0.0,1157737.71,3071600.55
290.89,0.0,0.0,1042773.61,1011149.36
290.58,0.0,581950.0,864138.17,0.0
290.26,0.0,0.0,738782.4,2.01
290.48,0.0,0.0,848659.94,299.34
290.17,0.0,0.0,623321.57,16343.7
289.74,0.0,0.0,399850.92,328272.13
290.67,141480.0,0.0,913652.6,2425621.22
292.74,2405160.0,0.0,1240106.12,6593522.11
294.9,7781400.0,0.0,3503523.82,6593522.11
296.16,7061450.0,0.0,11093101.24,2425621.22
297.14,19488860.0,2692450.0,13084239.22,328272.13
298.3,13299320.0,1483650.0,12572931.15,16343.7
298.23,5355790.0,4150300.0,12153171.13,299.45
298.12,18913990.0,0.0,10959539.43,6.99
298.31,9561080.0,0.0,8766409.58,139.45
297.72,1753080.0,0.0,7965416.23,2506.38
298.22,16128910.0,0.0,9195845.97,28883.98
298.32,8327890.0,0.0,7630418.88,213425.4
298.07,5032300.0,2692450.0,4875651.88,1011149.36
297.15,2086830.0,0.0,2868966.13,3071600.55
296.61,106110.0,0.0,1479631.21,5982660.96
296.31,0.0,581950.0,1317278.7,7471439.38
295.99,0.0,0.0,899356.6,5982660.96
295.24,0.0,0.0,1157737.71,3071600.55
294.42,0.0,0.0,1042773.61,1011149.36
293.58,0.0,1483650.0,784879.3,0.0
292.69,0.0,581950.0,513672.53,2.01
292.32,0.0,581950.0,653701.82,299.34
291.88,0.0,0.0,687161.81,16343.7
291.32,0.0,0.0,678478.9,328272.13
291.14,720450.0,0.0,516881.43,2425621.22
292.24,4951800.0,581950.0,627285.51,6593522.11
291.54,3408290.0,0.0,1116826.7,6593522.11
291.36,0.0,0.0,727009.8,2425621.22
291.88,8483530.0,0.0,1544325.83,328272.13
292.1,1772490.0,2692450.0,1659041.56,16343.7
293.24,0.0,0.0,1501547.11,299.45
293.0,8657200.0,0.0,1384536.47,6.99
293.35,0.0,0.0,1377572.26,139.45
293.12,0.0,0.0,858664.16,2506.38
292.34,8092550.0,0.0,1199870.68,28883.98
292.68,1319330.0,0.0,952974.06,213425.4
293.08,0.0,0.0,1253140.42,1011149.36
292.21,5128650.0,581950.0,1170106.38,3071600.55
291.38,1025730.0,0.0,1041154.26,5982660.96
290.65,0.0,581950.0,1225571.69,7471439.38
290.3,0.0,0.0,503996.15,5982660.96
290.19,0.0,0.0,801102.63,3071600.55
289.95,0.0,0.0,777666.73,1011149.36
289.72,0.0,1842350.0,784879.3,0.0
289.69,0.0,4150300.0,513672.53,2.01
289.51,0.0,6140700.0,653701.82,299.34
289.24,0.0,6140700.0,687161.81,16343.7
289.11,0.0,4150300.0,678478.9,328272.13
289.35,0.0,1483650.0,516881.43,2425621.22
290.23,247590.0,2692450.0,627285.51,6593522.11
290.89,2299050.0,1483650.0,1116826.7,6593522.11
291.8,0.0,1298700.0,727009.8,2425621.22
292.73,7109370.0,0.0,1544325.83,328272.13
293.29,3424670.0,0.0,1659041.56,16343.7
294.35,0.0,0.0,1501547.11,299.45
295.34,8748360.0,0.0,1384536.47,6.99
295.01,1279170.0,0.0,1377572.26,139.45
293.75,0.0,0.0,858664.16,2506.38
292.8,5942160.0,0.0,1199870.68,28883.98
292.34,4109570.0,0.0,952974.06,213425.4
291.67,672030.0,1483650.0,1253140.42,1011149.36
291.4,0.0,895950.0,1170106.38,3071600.55
291.0,0.0,581950.0,1041154.26,5982660.96
290.71,0.0,581950.0,1225571.69,7471439.38
290.34,0.0,581950.0,503996.15,5982660.96
290.07,0.0,1483650.0,801102.63,3071600.55
289.79,0.0,1483650.0,777666.73,1011149.36
289.67,0.0,0.0,1013327.23,0.0
289.63,0.0,0.0,862479.07,2.01
289.37,0.0,0.0,471648.84,299.34
289.25,0.0,581950.0,832237.91,16343.7
289.2,106110.0,0.0,912569.72,328272.13
289.29,1167210.0,161000.0,620480.25,2425621.22
289.63,3678480.0,306050.0,900608.37,6593522.11
290.61,6720300.0,581950.0,3916200.41,6593522.11
291.27,5836050.0,1483650.0,10755044.02,2425621.22
292.34,12485600.0,2692450.0,12899334.99,328272.13
293.03,11778200.0,2692450.0,12521399.97,16343.7
293.22,9408410.0,2692450.0,12364600.95,299.45
293.42,9620630.0,6140700.0,11272481.79,6.99
293.93,9337670.0,6140700.0,8732234.29,139.45
294.77,8488790.0,2692450.0,7840587.0,2506.38
295.14,7215480.0,2692450.0,9102261.31,28883.98
295.16,5553090.0,2692450.0,7462453.28,213425.4
294.71,6260490.0,1483650.0,4969017.98,1011149.36
294.19,3218670.0,2692450.0,2840741.71,3071600.55
293.35,530550.0,2692450.0,1331008.43,5982660.96
292.08,35370.0,6140700.0,1084856.91,7471439.38
290.52,0.0,1483650.0,922265.97,5982660.96
288.98,0.0,0.0,971551.9,3071600.55
288.46,0.0,0.0,877977.17,1011149.36
288.21,0.0,0.0,771189.32,0.0
287.66,0.0,0.0,760410.19,2.01
287.61,0.0,0.0,726999.87,299.34
287.11,0.0,581950.0,715773.68,16343.7
287.19,106110.0,0.0,803645.91,328272.13
288.0,1167210.0,161000.0,800089.3,2425621.22
290.28,3678480.0,306050.0,659453.99,6593522.11
290.77,6720300.0,581950.0,3434825.52,6593522.11
291.4,5836050.0,1483650.0,10243189.54,2425621.22
292.39,12485600.0,2692450.0,12846373.23,328272.13
293.14,11778200.0,2692450.0,12470365.53,16343.7
293.23,9408410.0,2692450.0,12658637.61,299.45
293.6,9620630.0,6140700.0,11063823.75,6.99
293.81,9337670.0,6140700.0,8591738.07,139.45
294.0,8488790.0,2692450.0,8071061.59,2506.38
294.29,7215480.0,2692450.0,8938835.85,28883.98
294.42,5553090.0,2692450.0,7814558.14,213425.4
294.28,6260490.0,1483650.0,5087359.87,1011149.36
293.67,3218670.0,2692450.0,2535846.44,3071600.55
293.53,530550.0,2692450.0,1466825.41,5982660.96
292.86,35370.0,6140700.0,778441.63,7471439.38
292.26,0.0,1483650.0,671008.02,5982660.96
291.36,0.0,0.0,520696.35,3071600.55
290.81,0.0,0.0,831373.6,1011149.36
290.32,0.0,1189250.0,1013327.23,0.0
289.8,0.0,4150300.0,862479.07,2.01
289.3,0.0,0.0,471648.84,299.34
289.17,0.0,0.0,832237.91,16343.7
288.94,0.0,0.0,912569.72,328272.13
289.18,424440.0,0.0,620480.25,2425621.22
290.47,3218670.0,1483650.0,900608.37,6593522.11
291.54,888500.0,0.0,3916200.41,6593522.11
292.8,10554770.0,0.0,10755044.02,2425621.22
293.88,19135160.0,2692450.0,12899334.99,328272.13
294.83,12885050.0,581950.0,12521399.97,16343.7
295.89,5049840.0,2692450.0,12364600.95,299.45
296.22,18069030.0,0.0,11272481.79,6.99
296.88,8762730.0,0.0,8732234.29,139.45
297.22,17560.0,6140700.0,7840587.0,2506.38
297.43,16074040.0,0.0,9102261.31,28883.98
297.17,6744210.0,6140700.0,7462453.28,213425.4
296.78,2829360.0,0.0,4969017.98,1011149.36
295.95,3890700.0,4150300.0,2840741.71,3071600.55
294.18,601290.0,581950.0,1331008.43,5982660.96
292.8,0.0,1483650.0,1084856.91,7471439.38
291.57,0.0,581950.0,922265.97,5982660.96
290.66,0.0,0.0,971551.9,3071600.55
290.08,0.0,0.0,877977.17,1011149.36
290.38,0.0,581950.0,864138.17,0.0
290.43,0.0,0.0,738782.4,2.01
291.22,0.0,0.0,848659.94,299.34
291.14,0.0,0.0,623321.57,16343.7
290.95,0.0,0.0,399850.92,328272.13
290.84,141480.0,0.0,913652.6,2425621.22
290.65,2405160.0,0.0,1240106.12,6593522.11
289.71,7781400.0,0.0,3503523.82,6593522.11
290.16,7061450.0,0.0,11093101.24,2425621.22
290.94,19488860.0,2692450.0,13084239.22,328272.13
291.93,13299320.0,1483650.0,12572931.15,16343.7
293.04,5355790.0,4150300.0,12153171.13,299.45
293.89,18913990.0,0.0,10959539.43,6.99
294.57,9561080.0,0.0,8766409.58,139.45
295.12,1753080.0,0.0,7965416.23,2506.38
295.08,16128910.0,0.0,9195845.97,28883.98
294.99,8327890.0,0.0,7630418.88,213425.4
294.63,5032300.0,2692450.0,4875651.88,1011149.36
294.16,2086830.0,0.0,2868966.13,3071600.55
292.55,106110.0,0.0,1479631.21,5982660.96
292.72,0.0,581950.0,1317278.7,7471439.38
292.14,0.0,0.0,899356.6,5982660.96
289.82,0.0,0.0,1157737.71,3071600.55
288.97,0.0,0.0,1042773.61,1011149.36
288.42,0.0,581950.0,329394.19,0.0
288.15,0.0,0.0,676849.62,2.01
288.09,0.0,0.0,537108.43,299.34
288.27,0.0,0.0,837592.71,16343.7
287.91,0.0,0.0,392807.24,328272.13
288.54,141480.0,0.0,371666.24,2425621.22
289.73,2405160.0,0.0,769470.62,6593522.11
291.76,7781400.0,0.0,3700876.2,6593522.11
292.97,7061450.0,0.0,10943872.44,2425621.22
293.96,19488860.0,2692450.0,12864543.75,328272.13
294.95,13299320.0,1483650.0,12547279.81,16343.7
295.74,5355790.0,4150300.0,12391573.6,299.45
296.32,18913990.0,0.0,11503363.71,6.99
296.85,9561080.0,0.0,8891069.92,139.45
297.29,1753080.0,0.0,7947722.57,2506.38
297.33,16128910.0,0.0,9050501.63,28883.98
297.31,8327890.0,0.0,7577049.79,213425.4
296.9,5032300.0,2692450.0,5154428.88,1011149.36
295.86,2086830.0,0.0,3133109.35,3071600.55
294.12,106110.0,0.0,1604798.22,5982660.96
293.34,0.0,581950.0,850984.65,7471439.38
291.8,0.0,0.0,1354235.7,5982660.96
290.86,0.0,0.0,754777.23,3071600.55
290.88,0.0,0.0,996060.76,1011149.36
290.96,0.0,1483650.0,784879.3,0.0
290.17,0.0,581950.0,513672.53,2.01
289.09,0.0,581950.0,653701.82,299.34
288.94,0.0,0.0,687161.81,16343.7
288.94,0.0,0.0,678478.9,328272.13
289.64,720450.0,0.0,516881.43,2425621.22
291.58,4951800.0,581950.0,627285.51,6593522.11
294.86,3408290.0,0.0,1116826.7,6593522.11
296.75,0.0,0.0,727009.8,2425621.22
298.42,8483530.0,0.0,1544325.83,328272.13
299.91,1772490.0,2692450.0,1659041.56,16343.7
301.05,0.0,0.0,1501547.11,299.45
301.83,8657200.0,0.0,1384536.47,6.99
302.47,0.0,0.0,1377572.26,139.45
302.73,0.0,0.0,858664.16,2506.38
302.81,8092550.0,0.0,1199870.68,28883.98
302.7,1319330.0,0.0,952974.06,213425.4
302.19,0.0,0.0,1253140.42,1011149.36
300.62,5128650.0,581950.0,1170106.38,3071600.55
299.27,1025730.0,0.0,1041154.26,5982660.96
296.69,0.0,581950.0,1225571.69,7471439.38
295.03,0.0,0.0,503996.15,5982660.96
294.17,0.0,0.0,801102.63,3071600.55
294.14,0.0,0.0,777666.73,1011149.36
294.01,0.0,1483650.0,780100.72,0.0
293.32,0.0,581950.0,532747.11,2.01
292.26,0.0,581950.0,296172.62,299.34
291.22,0.0,0.0,786836.44,16343.7
291.16,0.0,0.0,608936.16,328272.13
291.94,720450.0,0.0,549655.93,2425621.22
294.21,4951800.0,581950.0,651337.36,6593522.11
294.9,3408290.0,0.0,349144.33,6593522.11
296.09,0.0,0.0,483441.3,2425621.22
296.72,8483530.0,0.0,1124088.95,328272.13
298.13,1772490.0,2692450.0,941896.89,16343.7
299.66,0.0,0.0,688483.12,299.45
301.03,8657200.0,0.0,813252.74,6.99
301.99,0.0,0.0,1018880.71,139.45
302.43,0.0,0.0,472771.46,2506.38
302.59,8092550.0,0.0,975505.91,28883.98
302.38,1319330.0,0.0,910731.81,213425.4
302.06,0.0,0.0,993726.11,1011149.36
300.68,5128650.0,581950.0,501890.0,3071600.55
299.8,1025730.0,0.0,635690.24,5982660.96
299.64,0.0,581950.0,677912.63,7471439.38
298.92,0.0,0.0,401331.19,5982660.96
297.96,0.0,0.0,1006243.8,3071600.55
294.78,0.0,0.0,516335.02,1011149.36
293.53,0.0,1189250.0,749074.72,0.0
292.81,0.0,4150300.0,709634.05,2.01
292.15,0.0,0.0,650840.63,299.34
291.63,0.0,0.0,703842.14,16343.7
291.41,0.0,0.0,466214.57,328272.13
292.99,424440.0,0.0,996011.08,2425621.22
295.62,3218670.0,1483650.0,800228.38,6593522.11
299.77,888500.0,0.0,3619322.43,6593522.11
301.57,10554770.0,0.0,10438932.5,2425621.22
303.07,19135160.0,2692450.0,13134250.39,328272.13
304.36,12885050.0,581950.0,12647520.71,16343.7
305.48,5049840.0,2692450.0,12427696.09,299.45
306.15,18069030.0,0.0,11435738.35,6.99
306.62,8762730.0,0.0,8889222.07,139.45
306.93,17560.0,6140700.0,8330585.19,2506.38
307.02,16074040.0,0.0,9098356.98,28883.98
306.58,6744210.0,6140700.0,7966230.87,213425.4
306.19,2829360.0,0.0,4913622.22,1011149.36
303.84,3890700.0,4150300.0,2488865.35,3071600.55
303.3,601290.0,581950.0,1477097.87,5982660.96
302.37,0.0,1483650.0,853041.13,7471439.38
300.45,0.0,581950.0,846831.96,5982660.96
299.26,0.0,0.0,589652.95,3071600.55
297.16,0.0,0.0,909331.02,1011149.36
296.59,0.0,1189250.0,749074.72,0.0
296.16,0.0,4150300.0,709634.05,2.01
295.32,0.0,0.0,650840.63,299.34
294.3,0.0,0.0,703842.14,16343.7
293.44,0.0,0.0,466214.57,328272.13
293.92,424440.0,0.0,996011.08,2425621.22
296.92,3218670.0,1483650.0,800228.38,6593522.11
297.79,888500.0,0.0,3619322.43,6593522.11
298.65,10554770.0,0.0,10438932.5,2425621.22
299.36,19135160.0,2692450.0,13134250.39,328272.13
300.4,12885050.0,581950.0,12647520.71,16343.7
301.41,5049840.0,2692450.0,12427696.09,299.45
302.34,18069030.0,0.0,11435738.35,6.99
302.91,8762730.0,0.0,8889222.07,139.45
303.23,17560.0,6140700.0,8330585.19,2506.38
303.0,16074040.0,0.0,9098356.98,28883.98
302.62,6744210.0,6140700.0,7966230.87,213425.4
302.17,2829360.0,0.0,4913622.22,1011149.36
301.21,3890700.0,4150300.0,2488865.35,3071600.55
299.77,601290.0,581950.0,1477097.87,5982660.96
297.97,0.0,1483650.0,853041.13,7471439.38
296.41,0.0,581950.0,846831.96,5982660.96
295.59,0.0,0.0,589652.95,3071600.55
295.35,0.0,0.0,909331.02,1011149.36
295.81,0.0,1189250.0,749074.72,0.0
295.38,0.0,4150300.0,709634.05,2.01
294.94,0.0,0.0,650840.63,299.34
294.1,0.0,0.0,703842.14,16343.7
292.92,0.0,0.0,466214.57,328272.13
293.73,424440.0,0.0,996011.08,2425621.22
297.13,3218670.0,1483650.0,800228.38,6593522.11
298.74,888500.0,0.0,3619322.43,6593522.11
300.68,10554770.0,0.0,10438932.5,2425621.22
302.34,19135160.0,2692450.0,13134250.39,328272.13
303.71,12885050.0,581950.0,12647520.71,16343.7
304.84,5049840.0,2692450.0,12427696.09,299.45
305.67,18069030.0,0.0,11435738.35,6.99
306.32,8762730.0,0.0,8889222.07,139.45
306.78,17560.0,6140700.0,8330585.19,2506.38
307.01,16074040.0,0.0,9098356.98,28883.98
306.81,6744210.0,6140700.0,7966230.87,213425.4
305.34,2829360.0,0.0,4913622.22,1011149.36
303.77,3890700.0,4150300.0,2488865.35,3071600.55
296.52,601290.0,581950.0,1477097.87,5982660.96
295.88,0.0,1483650.0,853041.13,7471439.38
295.57,0.0,581950.0,846831.96,5982660.96
295.22,0.0,0.0,589652.95,3071600.55
295.31,0.0,0.0,909331.02,1011149.36
295.07,0.0,581950.0,548712.14,0.0
294.25,0.0,0.0,317512.31,2.01
294.11,0.0,0.0,865459.48,299.34
293.89,0.0,0.0,1161393.67,16343.7
293.63,0.0,0.0,920219.42,328272.13
293.75,141480.0,0.0,798281.18,2425621.22
294.19,2405160.0,0.0,763191.9,6593522.11
295.88,7781400.0,0.0,3522310.3,6593522.11
296.65,7061450.0,0.0,10692097.9,2425621.22
297.79,19488860.0,2692450.0,12702121.7,328272.13
298.85,13299320.0,1483650.0,12784192.08,16343.7
299.13,5355790.0,4150300.0,12574818.74,299.45
298.92,18913990.0,0.0,11036006.65,6.99
299.57,9561080.0,0.0,8560533.25,139.45
300.01,1753080.0,0.0,8241828.78,2506.38
298.27,16128910.0,0.0,8888159.06,28883.98
298.34,8327890.0,0.0,7890320.0,213425.4
297.66,5032300.0,2692450.0,5304829.97,1011149.36
296.88,2086830.0,0.0,2661808.22,3071600.55
294.28,106110.0,0.0,1519777.24,5982660.96
293.64,0.0,581950.0,1065384.94,7471439.38
293.02,0.0,0.0,1056880.85,5982660.96
292.06,0.0,0.0,478861.42,3071600.55
291.36,0.0,0.0,700692.84,1011149.36
291.22,0.0,581950.0,620013.32,0.0
291.42,0.0,0.0,861604.82,2.01
291.0,0.0,0.0,622030.06,299.34
290.72,0.0,0.0,799900.54,16343.7
290.19,0.0,0.0,1012621.86,328272.13
290.63,141480.0,0.0,1054397.18,2425621.22
292.06,2405160.0,0.0,712465.44,6593522.11
293.1,7781400.0,0.0,3530536.21,6593522.11
293.64,7061450.0,0.0,10300810.67,2425621.22
294.07,19488860.0,2692450.0,13081616.47,328272.13
294.98,13299320.0,1483650.0,12595224.56,16343.7
295.61,5355790.0,4150300.0,12315980.63,299.45
296.16,18913990.0,0.0,11143559.47,6.99
296.71,9561080.0,0.0,8903458.46,139.45
297.01,1753080.0,0.0,8378718.7,2506.38
297.03,16128910.0,0.0,8970338.72,28883.98
296.64,8327890.0,0.0,7604489.37,213425.4
296.44,5032300.0,2692450.0,4824617.44,1011149.36
295.89,2086830.0,0.0,2544708.17,3071600.55
294.56,106110.0,0.0,1970940.78,5982660.96
292.77,0.0,581950.0,887723.09,7471439.38
291.3,0.0,0.0,766867.73,5982660.96
290.46,0.0,0.0,605329.87,3071600.55
289.8,0.0,0.0,896982.21,1011149.36
289.33,0.0,1842350.0,591699.49,0.0
288.86,0.0,4150300.0,911248.41,2.01
288.6,0.0,6140700.0,349561.58,299.34
288.38,0.0,6140700.0,793532.41,16343.7
288.35,0.0,4150300.0,470158.64,328272.13
289.32,0.0,1483650.0,875513.37,2425621.22
291.32,247590.0,2692450.0,501572.09,6593522.11
293.62,2299050.0,1483650.0,614896.96,6593522.11
294.97,0.0,1298700.0,555785.63,2425621.22
296.38,7109370.0,0.0,678657.73,328272.13
297.39,3424670.0,0.0,861088.22,16343.7
298.38,0.0,0.0,836708.52,299.45
299.55,8748360.0,0.0,750505.32,6.99
300.67,1279170.0,0.0,1133059.97,139.45
301.43,0.0,0.0,929011.61,2506.38
301.97,5942160.0,0.0,508605.84,28883.98
302.07,4109570.0,0.0,1043270.35,213425.4
301.76,672030.0,1483650.0,823515.27,1011149.36
300.79,0.0,895950.0,1002001.69,3071600.55
298.9,0.0,581950.0,755005.73,5982660.96
297.19,0.0,581950.0,797615.56,7471439.38
296.17,0.0,581950.0,775709.6,5982660.96
295.49,0.0,1483650.0,822492.0,3071600.55
294.75,0.0,1483650.0,590696.09,1011149.36
293.9,0.0,1483650.0,784879.3,0.0
293.14,0.0,581950.0,513672.53,2.01
292.54,0.0,581950.0,653701.82,299.34
291.9,0.0,0.0,687161.81,16343.7
291.24,0.0,0.0,678478.9,328272.13
292.15,720450.0,0.0,516881.43,2425621.22
295.79,4951800.0,581950.0,627285.51,6593522.11
299.11,3408290.0,0.0,1116826.7,6593522.11
301.51,0.0,0.0,727009.8,2425621.22
303.12,8483530.0,0.0,1544325.83,328272.13
304.48,1772490.0,2692450.0,1659041.56,16343.7
305.08,0.0,0.0,1501547.11,299.45
305.51,8657200.0,0.0,1384536.47,6.99
305.78,0.0,0.0,1377572.26,139.45
304.7,0.0,0.0,858664.16,2506.38
302.89,8092550.0,0.0,1199870.68,28883.98
301.18,1319330.0,0.0,952974.06,213425.4
300.47,0.0,0.0,1253140.42,1011149.36
299.67,5128650.0,581950.0,1170106.38,3071600.55
297.31,1025730.0,0.0,1041154.26,5982660.96
294.83,0.0,581950.0,1225571.69,7471439.38
294.24,0.0,0.0,503996.15,5982660.96
294.0,0.0,0.0,801102.63,3071600.55
293.83,0.0,0.0,777666.73,1011149.36
292.71,0.0,1189250.0,722121.94,0.0
291.17,0.0,4150300.0,702302.26,2.01
290.48,0.0,0.0,658053.2,299.34
289.96,0.0,0.0,559799.24,16343.7
289.63,0.0,0.0,596309.18,328272.13
289.76,424440.0,0.0,926418.66,2425621.22
290.26,3218670.0,1483650.0,1245162.87,6593522.11
290.97,888500.0,0.0,3805538.03,6593522.11
291.8,10554770.0,0.0,10498014.03,2425621.22
292.59,19135160.0,2692450.0,12890473.26,328272.13
293.47,12885050.0,581950.0,12670976.48,16343.7
294.31,5049840.0,2692450.0,12381966.77,299.45
295.05,18069030.0,0.0,11495316.62,6.99
295.89,8762730.0,0.0,9025496.05,139.45
296.54,17560.0,6140700.0,7772435.11,2506.38
296.58,16074040.0,0.0,9041361.73,28883.98
296.63,6744210.0,6140700.0,7597803.34,213425.4
296.57,2829360.0,0.0,5103692.48,1011149.36
295.99,3890700.0,4150300.0,2374308.58,3071600.55
295.34,601290.0,581950.0,1507140.33,5982660.96
294.93,0.0,1483650.0,1236956.83,7471439.38
293.93,0.0,581950.0,633315.86,5982660.96
292.99,0.0,0.0,343978.29,3071600.55
291.85,0.0,0.0,516056.85,1011149.36
292.17,0.0,1189250.0,749074.72,0.0
292.61,0.0,4150300.0,709634.05,2.01
292.73,0.0,0.0,650840.63,299.34
292.68,0.0,0.0,703842.14,16343.7
292.28,0.0,0.0,466214.57,328272.13
292.29,424440.0,0.0,996011.08,2425621.22
293.65,3218670.0,1483650.0,800228.38,6593522.11
293.92,888500.0,0.0,3619322.43,6593522.11
294.25,10554770.0,0.0,10438932.5,2425621.22
295.03,19135160.0,2692450.0,13134250.39,328272.13
295.69,12885050.0,581950.0,12647520.71,16343.7
296.8,5049840.0,2692450.0,12427696.09,299.45
297.36,18069030.0,0.0,11435738.35,6.99
297.78,8762730.0,0.0,8889222.07,139.45
298.26,17560.0,6140700.0,8330585.19,2506.38
298.51,16074040.0,0.0,9098356.98,28883.98
298.28,6744210.0,6140700.0,7966230.87,213425.4
297.89,2829360.0,0.0,4913622.22,1011149.36
297.05,3890700.0,4150300.0,2488865.35,3071600.55
295.79,601290.0,581950.0,1477097.87,5982660.96
294.32,0.0,1483650.0,853041.13,7471439.38
293.48,0.0,581950.0,846831.96,5982660.96
293.05,0.0,0.0,589652.95,3071600.55
292.08,0.0,0.0,909331.02,1011149.36
291.12,0.0,0.0,749074.72,0.0
290.23,0.0,0.0,709634.05,2.01
289.87,0.0,0.0,650840.63,299.34
289.97,0.0,581950.0,703842.14,16343.7
289.98,106110.0,0.0,466214.57,328272.13
290.34,1167210.0,161000.0,996011.08,2425621.22
292.27,3678480.0,306050.0,800228.38,6593522.11
293.52,6720300.0,581950.0,3619322.43,6593522.11
295.06,5836050.0,1483650.0,10438932.5,2425621.22
296.64,12485600.0,2692450.0,13134250.39,328272.13
297.97,11778200.0,2692450.0,12647520.71,16343.7
298.44,9408410.0,2692450.0,12427696.09,299.45
298.72,9620630.0,6140700.0,11435738.35,6.99
297.55,9337670.0,6140700.0,8889222.07,139.45
298.52,8488790.0,2692450.0,8330585.19,2506.38
298.53,7215480.0,2692450.0,9098356.98,28883.98
297.82,5553090.0,2692450.0,7966230.87,213425.4
297.76,6260490.0,1483650.0,4913622.22,1011149.36
297.31,3218670.0,2692450.0,2488865.35,3071600.55
297.41,530550.0,2692450.0,1477097.87,5982660.96
294.71,35370.0,6140700.0,853041.13,7471439.38
293.78,0.0,1483650.0,846831.96,5982660.96
293.3,0.0,0.0,589652.95,3071600.55
292.8,0.0,0.0,909331.02,1011149.36
292.28,0.0,581950.0,667352.06,0.0
292.59,0.0,0.0,861575.02,2.01
292.23,0.0,0.0,807927.76,299.34
292.32,0.0,0.0,698338.32,16343.7
292.13,0.0,0.0,567329.72,328272.13
292.61,141480.0,0.0,981119.0,2425621.22
293.58,2405160.0,0.0,832625.37,6593522.11
295.57,7781400.0,0.0,3874941.69,6593522.11
296.84,7061450.0,0.0,10796561.04,2425621.22
297.97,19488860.0,2692450.0,12536709.31,328272.13
298.38,13299320.0,1483650.0,12562976.6,16343.7
298.75,5355790.0,4150300.0,12156995.98,299.45
298.5,18913990.0,0.0,11539575.61,6.99
298.75,9561080.0,0.0,8627572.45,139.45
299.18,1753080.0,0.0,7703726.87,2506.38
298.63,16128910.0,0.0,9166330.05,28883.98
298.78,8327890.0,0.0,7643016.06,213425.4
298.28,5032300.0,2692450.0,4812437.52,1011149.36
297.46,2086830.0,0.0,2766917.12,3071600.55
296.26,106110.0,0.0,1765958.57,5982660.96
295.29,0.0,581950.0,728182.1,7471439.38
294.26,0.0,0.0,888587.41,5982660.96
293.53,0.0,0.0,933015.29,3071600.55
292.73,0.0,0.0,544549.51,1011149.36
292.09,0.0,581950.0,667352.06,0.0
291.31,0.0,0.0,861575.02,2.01
291.38,0.0,0.0,807927.76,299.34
291.52,0.0,0.0,698338.32,16343.7
291.16,0.0,0.0,567329.72,328272.13
291.1,141480.0,0.0,981119.0,2425621.22
